bank_id,name,state,district,city,latitude,longitude,category
285331,Narsipatnam Blood Centre,Andhra Pradesh,Anakapalli,Narsipatnam,16.298401,80.429639,Private
285332,MS BLOOD STORAGE CENTRE,Andhra Pradesh,Kakinada,JAGGAMPETA,7.334567,38.816623,Private
285333,Ms Blood Storage Centre Area Hospital Anaparthy,Andhra Pradesh,Krishna,Tiruvuru,16.1696,80.560895,Private
285334,Gudivada Blood Centre,Andhra Pradesh,Krishna,Gudivada,16.199834,80.616733,Charitable
285219,Bsu Chc Addanki,Andhra Pradesh,Prakasam,Addanki,15.223428,78.418528,Government
284559,Satya Blood Centre,Andhra Pradesh,Palnadu,Sattenapalli,16.212804,80.050685,Charitable
284679,Bsu Chc Velgode,Andhra Pradesh,Nandyal,Velgode,14.674161,79.093679,Government
284558,Sreenitha Voluntary Blood Centre Ananthapuram,Andhra Pradesh,Ananthapuramu,Ananthapuram,14.67835,77.636742,Charitable
284678,Bsu Chc Panyam,Andhra Pradesh,Nandyal,Panyam,14.713524,79.105463,Government
284315,Medipulse Blood Centre Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.764116,78.018015,Private
284557,Vande Bharat Blood Centre Visakhapatnam,Andhra Pradesh,Visakhapatnam,Gajuwaka,17.732992,83.299093,Private
284677,Bsu Chc Midtur,Andhra Pradesh,Nandyal,Midtur,14.709548,79.100346,Government
284556,Deepu Blood Centre Hindupur,Andhra Pradesh,Sri Sathya Sai,Hindupur,16.469391,80.735327,Charitable
283466,Vijayasri Blood Centre Vijayawada,Andhra Pradesh,NTR,Vijayawada,14.693657,77.585798,Charitable
284676,Bsu Chc Sunnipeta,Andhra Pradesh,Nandyal,Sunnipeta,14.702005,79.090213,Government
284675,Bsu Mch Adoni,Andhra Pradesh,Kurnool,Adoni,15.632223,77.272837,Government
284674,Bsu Chc Orvakal,Andhra Pradesh,Kurnool,Orvakal,15.811977,78.024319,Government
283342,Sri Deepa Voluntary Blood Centre,Andhra Pradesh,Annamayya,Rayachoty,14.878302,79.854254,Charitable
284673,Bsu Chc Mylavaram,Andhra Pradesh,NTR,Mylavaram,14.670675,77.604611,Government
284793,Amara Blood Centre,Andhra Pradesh,Tirupati,Tirupati,13.655527,79.356005,Charitable
284672,Bsu Chc T. Kothapalli,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,T Kothaplii,17.710271,83.395822,Government
284671,Bsu Chc Kapileswapuram,Andhra Pradesh,East Godavari,Kapileswapuram,16.9357,81.856937,Government
284670,Bsu Chc Allavaram,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,Allavaram,17.717714,83.373787,Government
285220,Bsu Chc Denduluru,Andhra Pradesh,Eluru,Eluru,15.71736,79.412553,Government
285100,AH Govt blood Centre Tadepalligudem,Andhra Pradesh,West Godavari,Tadepalligudem,16.592014,81.487789,Government
285221,Bsu Chc Pittalavani Palem,Andhra Pradesh,Bapatla,Pttalavani Palem,16.211934,80.42165,Government
285222,Bsu Chc Badangi,Andhra Pradesh,Vizianagaram,Badangi,18.110339,83.41239,Government
285223,Bsu Chc Yelamachili,Andhra Pradesh,Anakapalli,Yelamachili,16.29581,80.456397,Government
285229,BSU CHC Parchur,Andhra Pradesh,Bapatla,Parchur,16.28063,80.40984,Government
284669,Bsu Chc Alamuru,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,Alamur,17.730119,83.397077,Government
284668,Bsu Chc Porumamilla,Andhra Pradesh,Y.S.R.,Porumamilla,14.724451,78.063624,Government
284667,Bsu Chc Kadiyam,Andhra Pradesh,East Godavari,Kadiyam,16.920152,81.794031,Government
284666,Bsu Chc Gopalapuram,Andhra Pradesh,East Godavari,Gopalapuram,16.965289,81.774964,Government
284665,Bsu Chc Nidadavolu,Andhra Pradesh,East Godavari,Nidadavolu,16.99593,81.78215,Government
284664,Bsu Chc Kunavaram,Andhra Pradesh,Polavaram,Kunavaram,16.259759,80.442817,Government
284663,Bsu Chc Nizampatnam,Andhra Pradesh,Bapatla,Nizampatnam,16.269697,80.442864,Government
284662,Bsu Chc Vayalpadu,Andhra Pradesh,Annamayya,vayalpadu,14.842816,79.850565,Government
284661,Bsu Chc Uravakonda,Andhra Pradesh,Ananthapuramu,Uravakonda,14.679251,77.606846,Government
28139,Indian Red Cross Society Blood Bank Guntur 9,Andhra Pradesh,Guntur,Guntur,16.306653,80.43654,Trust
28132,LIONS DISTRICT 316D BLOOD BANK,Andhra Pradesh,NTR,Vijayawada,14.672845,77.565604,Charitable
28133,GOVT GENERAL HOSPITAL BLOOD BANK KURNOOL,Andhra Pradesh,Kurnool,Kurnool,15.820654,78.038088,Government
28130,Dr. Pinnamaneni Siddhartha Institute of Medical Sciences & Research Foundation,Andhra Pradesh,Krishna,Krishna,16.551655,80.832047,Private
28131,SURAKSHA VOLUNTARY BLOOD CENTRE,Andhra Pradesh,NTR,Vijayawada,16.51343,80.632861,Charitable
28136,Indian Red Cross Society Blood Bank Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.816357,78.040317,Trust
284017,SREE WELFARE SOCIETY BLOOD CENTRE,Andhra Pradesh,Guntur,GUNTUR,16.315206,80.350901,Charitable
284011,Nandyal Blood Centre,Andhra Pradesh,Nandyal,Nandyal,14.69208,79.102785,Charitable
284373,Pradha Blood Centre,Andhra Pradesh,Krishna,Vijayawada,16.206497,80.560187,Charitable
28149,Indian Red Cross Society Blood Bank Anantapuramu,Andhra Pradesh,Ananthapuramu,Ananthapur,14.681888,77.600591,Trust
28144,Indian Red Cross Society Blood Bank Srikakulam,Andhra Pradesh,Srikakulam,Srikakulam,18.296359,83.894549,Trust
28141,Indian Red Cross Society Blood Bank Eluru,Andhra Pradesh,Eluru,Eluru,14.681888,77.600591,Trust
28142,Indian Red Cross Society Blood Bank Chittoor,Andhra Pradesh,Chittoor,Chittoor,13.217176,79.100329,Trust
28147,IRCS Blood Bank Repalle,Andhra Pradesh,Bapatla,Repalle,16.260829,80.44677,Trust
28148,Indian Red Cross Society Blood Bank Vishakhapatnam,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.686816,83.218482,Trust
28145,DR.MULLAPUDI HARISCHANDRA PRASAD RED CROSS BLOOD BANK,Andhra Pradesh,West Godavari,Tanuku,16.757173,81.679963,Trust
28140,IRCS Blood Storage Unit Kadapa,Andhra Pradesh,Y.S.R.,Kadapa,14.714987,78.056674,Trust
283394,Satya Surya Voluntary Blood Center,Andhra Pradesh,East Godavari,Rajamahendravaram,16.934151,81.748474,Charitable
28118,"GGH , VIZIANAGARAM",Andhra Pradesh,Vizianagaram,Vizianagaram,18.132131,83.413185,Government
28119,Indian Red Cross Society Blood Bank Vizianagaram,Andhra Pradesh,Vizianagaram,vizianagaram,18.106658,83.395551,Trust
28116,AH Chirala Blood Bank,Andhra Pradesh,Bapatla,Chirala,16.277394,80.401874,Government
28112,Indian Red Cross Society Blood Bank Ongole,Andhra Pradesh,Prakasam,Ongole,15.736154,79.269125,Trust
28113,"Government General Hospital,ongole",Andhra Pradesh,Prakasam,Ongole,14.671459,77.596684,Government
284598,Bsu Chc Mummidi Varam,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,Mummidi varam,17.770565,83.450443,Government
284597,Bsu Chc Rlykodur,Andhra Pradesh,Tirupati,Raiway koduru,13.656878,79.342423,Government
284233,Homi Bhabha Cancer Hospital And Research Centre,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.731706,83.273468,Government
284596,Bsu Chc Ponnur,Andhra Pradesh,Guntur,Ponnur,16.267876,80.374749,Government
284353,Moksha Blood Center Srikakulam,Andhra Pradesh,Srikakulam,Narsannapeta,17.632521,83.066776,Charitable
284595,Bsu Chc Gurazala,Andhra Pradesh,Palnadu,Gurazala,16.235369,80.031687,Government
284593,Bsu Chc Amaravathi,Andhra Pradesh,Palnadu,Amaravathi,16.220352,80.073916,Government
284592,Bsu Chc Mandapeta,Andhra Pradesh,East Godavari,Mandapeta,16.906972,81.749683,Government
284591,"Bsu Christian Medical College, Vellore",Andhra Pradesh,Chittoor,Chittoor,15.503905,81.229725,Private
284590,Bsu Sviccar Tirupati,Andhra Pradesh,Tirupati,Tirupati,13.700151,79.363276,Charitable
28129,Dr.pattabhi Red Cross Blood Bank,Andhra Pradesh,Krishna,Machilipatnam,16.190546,81.136154,Trust
28127,"Govt. Area Hopital, Blood Bank, Gudivada, Krishna DT",Andhra Pradesh,Krishna,Gudivada,16.224892,80.666736,Government
28128,"Kamineni Health Care Pvt Ltd.Blood Bank,Vijayawada",Andhra Pradesh,Krishna,Vijayawada,16.180149,80.631022,Private
285308,Smile Blood Centre,Andhra Pradesh,NTR,Vijayawada,14.715588,77.592908,Charitable
285309,BSU CHC Vemuru,Andhra Pradesh,Bapatla,Vemuru,16.290577,80.435594,Government
28121,Mahraja Institude Of Medical Science Blood Bank,Andhra Pradesh,Vizianagaram,vizianagaram,0.0,0.0,Private
28126,Government General Hospital Blood bank Vijayawada,Andhra Pradesh,NTR,Vijayawada,14.671459,77.596684,Government
284227,Visakha Blood Centre,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.696437,83.294545,Private
28124,ST.ANNS HOSPITAL BLOOD BANK,Andhra Pradesh,NTR,Vijayawada,0.0,0.0,Charitable
283379,Adp Voluntary Blood Centre,Andhra Pradesh,Kurnool,Kurnool,15.810584,78.065199,Charitable
284588,Bsu Chc Yarlagadda Ramavaram,Andhra Pradesh,Polavaram,Y Ramavaram,16.284271,80.437119,Government
284587,Vijaya Blood Centre Machilipatnam,Andhra Pradesh,Krishna,Machilipatnam,16.241233,80.613121,Charitable
284586,Bsu Chc Patha Gannavaram,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,P Gannavaram,17.759458,83.355946,Government
284585,Bsu Chc Tallarevu,Andhra Pradesh,Kakinada,Tallarevu,7.381178,38.772559,Government
284584,Bsu Chc Peddapuram,Andhra Pradesh,Kakinada,Peddapuram,7.314499,38.798951,Government
284220,Dr Jawahara Blood Center,Andhra Pradesh,Prakasam,Chimakurthy,15.186936,78.430051,Private
284583,Bsu Chc Gokavaram,Andhra Pradesh,East Godavari,Gokavaram,16.9544,81.787902,Government
284582,Bsu Ircs Repalle,Andhra Pradesh,Bapatla,Repalle,16.26441,80.457174,Trust
284581,Bsu Chc Kotauratla,Andhra Pradesh,Anakapalli,koutaratla,16.280657,80.453306,Government
280938,Bsu Ah Nandigama,Andhra Pradesh,NTR,NANDIGAM,14.661163,77.59596,Government
280936,Bsu Chc Kankipadu,Andhra Pradesh,Krishna,KANKIPADU,16.176822,80.594784,Government
280937,Area Hospital Blood Cente Nuzvid,Andhra Pradesh,Eluru,Nuzvid,15.703127,79.380018,Government
280934,Bsu Ah Chilakaluripeta,Andhra Pradesh,Palnadu,CHILAKALURIPET,16.230128,80.039072,Government
280932,Area Hospital Blood Centre Bapatla,Andhra Pradesh,Bapatla,BAPATLA,16.229525,80.457385,Government
280931,Bsu Chc Vinukonda,Andhra Pradesh,Palnadu,VINUKONDA,16.219857,80.04442,Government
280929,Area Hospital Blood Centre Ramachandrapuram,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,RAMACHANDRAPURAM,17.765327,83.427117,Government
280928,Bsu Chc Prathipadu,Andhra Pradesh,Kakinada,PRATHIPADU,7.335151,38.806889,Government
280926,Bsu Chc Kothapet,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,KOTHAPET,17.782784,83.383016,Government
280923,Bsu Ah Srikalahasti,Andhra Pradesh,Tirupati,SRIKALAHASTHI,13.650588,79.359874,Government
280924,Bsu Ah Pileru,Andhra Pradesh,Annamayya,PILER,14.831654,79.856633,Government
280921,Area Hospital Blood Centre Kuppam,Andhra Pradesh,Chittoor,KUPPAM,15.532255,81.23461,Government
280920,Bsu Chc Gooty,Andhra Pradesh,Ananthapuramu,GOOTY,14.670735,77.621095,Government
284165,Suraksha Voluntary Blood Centre (Shabari Seva Samiti),Andhra Pradesh,Y.S.R.,proddutur,14.712735,78.044078,Charitable
285056,Bsu Ircs Bapatla,Andhra Pradesh,Bapatla,Bapatla,16.2638,80.428088,Trust
285057,Bsu Chc Ranastalam,Andhra Pradesh,Srikakulam,Ranastalam,17.646576,83.048897,Government
285058,Bsu Chc Munchingput,Andhra Pradesh,Alluri Sitharama Raju,Munchingput,16.548846,80.645538,Government
280916,Government General Hospital Blood Centre Adoni,Andhra Pradesh,Kurnool,Adoni,15.820654,78.038088,Government
280913,Area Hospital Blood Centre Jangareddygudem,Andhra Pradesh,Eluru,Jangareddygudem,15.696615,79.421174,Government
284038,Bsu Chc Nellimarla,Andhra Pradesh,Vizianagaram,Vizianagaram,18.087804,83.407726,Government
284399,Sahasra Blood Centre,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,Amalapuram,17.83019,83.383575,Private
280901,Area Hospital Blood Centre Rampachodavaram,Andhra Pradesh,Polavaram,Rampachodavaram,16.3,80.411737,Government
280902,Community Health Centre Blood Centre Razole,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,Razole,17.820179,83.373423,Government
284023,Sri Yuvasena Blood Center,Andhra Pradesh,Kakinada,Kakinada,7.34256,38.767278,Charitable
284020,Udayananda Hospital Blood Centre,Andhra Pradesh,Nandyal,Nandyal,14.668633,79.139776,Private
281707,Bsu Ah Cheepurupalli,Andhra Pradesh,Vizianagaram,CHEEPURPALLI,18.116076,83.362783,Government
281704,Bsu Ah S. Kota,Andhra Pradesh,Vizianagaram,S.KOTA,18.072334,83.399468,Government
284099,Pranadatha Blood Centre,Andhra Pradesh,Srikakulam,Palasa,17.596551,83.038521,Private
284097,Sri Abhaya Blood Center,Andhra Pradesh,Kakinada,Kakinada,7.395526,38.820183,Private
283808,Smt. Mattey Nagamani And Adinarayana Memorial Rotary Blood Center,Andhra Pradesh,Kakinada,Peddapuram,7.361837,38.801618,Charitable
281506,Bsu Ah Yemmiganuru,Andhra Pradesh,Kurnool,YEMMIGANURU,15.803729,78.027734,Government
283802,Sanjeevani Voluntary Blood Centre Gajuwaka,Andhra Pradesh,Visakhapatnam,Gajuwaka,17.71633,83.247482,Charitable
281502,Bsu Chc Pattikonda,Andhra Pradesh,Kurnool,PATTIKONDA,15.843811,77.987359,Government
281745,Bsu Chc Kurupam,Andhra Pradesh,Parvathipuram Manyam,KURUPAM,16.250354,80.410286,Government
281742,Bsu Chc Bobbili,Andhra Pradesh,Vizianagaram,bobbili,18.125579,83.369984,Government
281738,Bsu Ah Saluru,Andhra Pradesh,Parvathipuram Manyam,SALURU,16.280637,80.406134,Government
282825,Bsu Chc Buttaigudem,Andhra Pradesh,Eluru,Buttaigudem,15.703847,79.397337,Government
282824,Bsu Rdt Kalyandurgam Private,Andhra Pradesh,Ananthapuramu,Kalyandurg,14.661532,77.613295,Private
282823,Bsu Chc Sompeta,Andhra Pradesh,Srikakulam,Srkakulam (Rural),17.602783,83.044578,Government
282821,Bsu Chc Budithi,Andhra Pradesh,Srikakulam,Srkakulam(Rural),17.617567,83.066746,Government
280763,Kims Hospital Blood Centre,Andhra Pradesh,Prakasam,ONGOLE,15.173272,78.361198,Private
282820,District Hospital Blood Centre Atmakur Nellore,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,14.690071,78.793473,Government
282819,Bsu Chc Avanigadda,Andhra Pradesh,Krishna,Avvanigadda,16.192962,80.610266,Government
281604,Bsu Chc Venkatagiri.,Andhra Pradesh,Tirupati,VENKATAGIRI,13.66335,79.321512,Government
281719,Bsu Chc Bhogapuram,Andhra Pradesh,Vizianagaram,BHOGAPURAM,18.122542,83.381658,Government
280626,Apollo Hospital Chinagadhili,Andhra Pradesh,Visakhapatnam,Chinagadhili,17.704626,83.253883,Private
281715,Bsu Ah Gajapathinagaram,Andhra Pradesh,Vizianagaram,GAJAPATHINAGARAM,18.082344,83.372996,Government
280747,Nvn Blood Bank,Andhra Pradesh,Vizianagaram,VIZIANAGARAM,18.140442,83.427161,Charitable
280623,Apollo Speciality Hospitals Nellore,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,14.721855,78.814714,Private
281710,Bsu Mch Vizianagaram,Andhra Pradesh,Vizianagaram,MCH VZM,18.0565,83.403915,Government
2909,Indian Red Cross Society Blood Centre Vijayawada,Andhra Pradesh,NTR,Vijayawada,14.681888,77.600591,Trust
282639,Sunrise Voluntary Blood Centre,Andhra Pradesh,Eluru,Jangareddygudem,15.721285,79.394377,Charitable
281308,Bsu Ah Tadipatri,Andhra Pradesh,Ananthapuramu,TADIPATRI,14.675753,77.639069,Government
284939,Kalam Blood Centre,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.745191,83.265621,Private
281309,BSU Chc Kalyandurg,Andhra Pradesh,Ananthapuramu,KALYANADURG,14.717051,77.601826,Government
2900,"Palakol Voluntary Blood Centre, (A Division Of Palakol Charitable Trust)",Andhra Pradesh,West Godavari,Palakol,16.516824,81.534712,Charitable
282637,Dr. Narni Ratnalaya Kumari Voluntary Blood Centre,Andhra Pradesh,West Godavari,Tadepalligudem,16.498553,81.49778,Charitable
281306,Area Hospital Blood Centre Guntakal,Andhra Pradesh,Ananthapuramu,GUNTAKAL,14.689901,77.593072,Government
283968,Aayush Hospitals Blood Bank,Andhra Pradesh,NTR,Vijayawada,14.703635,77.560474,Private
281307,Bsu Ah Dharmavaram,Andhra Pradesh,Sri Sathya Sai,DHARMAVARAM,16.520673,80.798659,Government
283726,Ntr Memorial Trust Blood Center Tirupati,Andhra Pradesh,Tirupati,Tirupati,0.0,0.0,Charitable
282635,First Blood Centre,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.688481,83.257517,Charitable
282636,Vijaya Blood Centre Nandyal,Andhra Pradesh,Nandyal,Nandyal,14.688669,79.153597,Private
280458,Pinnacle Hospital Blood centre,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.714815,83.254337,Private
283845,Gopi Charitable Blood Centre,Andhra Pradesh,Kurnool,ADONI,15.824341,78.064672,Charitable
282633,Life Share Blood Centre Visakhapatnam,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.745832,83.291751,Private
282634,KIMS ICON Blood Centre,Andhra Pradesh,Visakhapatnam,Gajuwaka,17.684142,83.30659,Private
281545,District Hospital Blood Centre Tekkali,Andhra Pradesh,Srikakulam,TEKKALI,17.610478,83.050983,Government
283601,Rakshana Blood Bank,Andhra Pradesh,Tirupati,Tirupati,16.51343,80.632861,Charitable
282631,New Srikakulam Blood Centre,Andhra Pradesh,Srikakulam,Srikakulam,17.624812,83.103242,Private
283963,Doctors Blood Bank,Andhra Pradesh,NTR,Vijayawada,14.672891,77.622304,Private
283962,Andhra Hospital Blood Bank,Andhra Pradesh,NTR,Vijayawada,14.704135,77.63701,Private
282632,Lions Blood Centre,Andhra Pradesh,Srikakulam,Srikakulam,16.506174,80.648015,Charitable
281661,BSU CHC K Kotapadu,Andhra Pradesh,Anakapalli,KOTAPADU,16.252399,80.436231,Government
282630,Nova Blood Centre,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,14.664376,78.737491,Charitable
281541,Bsu Chc Pathapatnam,Andhra Pradesh,Srikakulam,PATHAPATNAM,17.566386,83.105814,Government
2907,Rotary Blood Centre (Rotary Club Golden Jubilee Charitable Trust),Andhra Pradesh,Kakinada,Kakinada,0.0,0.0,Charitable
2906,Government General Hospital Blood Centre Kadapa,Andhra Pradesh,Y.S.R.,Kadapa,14.671459,77.596684,Government
2904,Government General Hospital Blood Centre Srikakulam,Andhra Pradesh,Srikakulam,Srikakulam,16.955537,82.22748,Government
2903,Rr Blood Centre,Andhra Pradesh,Kurnool,Kurnool,15.807168,78.032928,Private
285085,Bsu Chc Akividu,Andhra Pradesh,West Godavari,Akividu,16.532358,81.532767,Government
2901,PES Institute of Medical Sciences and Research Blood Centre,Andhra Pradesh,Chittoor,KUPPAM,17.784938,83.374975,Private
282628,New City Blood Centre,Andhra Pradesh,NTR,Vijayawada,14.70536,77.615934,Charitable
282626,Rainbow Blood Centre Guntur,Andhra Pradesh,Guntur,Guntur,16.247616,80.350804,Charitable
281537,Area Hospital Blood Centre Palakonda,Andhra Pradesh,Parvathipuram Manyam,PALAKONDA,16.246326,80.414321,Government
284926,Vasundhara Blood Centre,Andhra Pradesh,Eluru,Eluru,15.682281,79.36392,Charitable
2910,New Life Blood Centre Vizianagaram,Andhra Pradesh,Vizianagaram,Vizianagaram,18.100796,83.424122,Charitable
282624,Palnadu Blood Centre,Andhra Pradesh,Palnadu,Narasaraopet,16.221885,80.042992,Charitable
281656,Area Hospital Blood Centre Narsipatnam,Andhra Pradesh,Anakapalli,Narsipatnam,16.24743,80.456456,Government
281536,Bsu Ah Yerragondapalem,Andhra Pradesh,Prakasam,YERRAGONDAPALEM,15.192524,78.426338,Government
282622,Aapadbandhu Blood Center Guntur,Andhra Pradesh,Guntur,Guntur,16.263394,80.35265,Charitable
283954,Akshaya Blood Centre Kurnool,Andhra Pradesh,Kurnool,Kurnool,15.828207,78.004534,Private
282620,Chaitanya Blood Centre Ananthapur,Andhra Pradesh,Ananthapuramu,Anantapur,14.660213,77.585616,Charitable
281773,Bsu Chc Badvel,Andhra Pradesh,Y.S.R.,BADVEL,14.694371,78.091333,Government
281774,Bsu Chc Mydukur,Andhra Pradesh,Y.S.R.,MYDUKUR,14.700127,78.105607,Government
2919,Sri Buddala Narasimhamurty Blood Centre,Andhra Pradesh,West Godavari,West Godavari,16.414033,80.647085,Private
281771,Bsu Ah Rayachoti,Andhra Pradesh,Annamayya,RAYACHOTI,14.860894,79.850684,Government
281772,Bsu Ah Rajampet,Andhra Pradesh,Annamayya,RAJAMPET,14.849696,79.91509,Government
281530,Bsu Mch Ongole,Andhra Pradesh,Prakasam,MCH ONGOLE,15.186652,78.470087,Government
281770,Bsu Ah Jammalamadugu,Andhra Pradesh,Y.S.R.,JAMMALAMADUGU,14.744102,78.037775,Government
