bank_id,state,district,facility_tier,district_bank_count,state_bank_count,capacity_proxy,dengue_monsoon_multiplier,facility_demand_multiplier,discard_target,regional_calibration_source
284674,Andhra Pradesh,Kurnool,urban_referral,22,405,4.295,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283342,Andhra Pradesh,Annamayya,district_center,7,405,2.999,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284673,Andhra Pradesh,NTR,urban_referral,26,405,4.456,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284793,Andhra Pradesh,Tirupati,urban_referral,21,405,6.816,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284672,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,district_center,13,405,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284671,Andhra Pradesh,East Godavari,urban_referral,16,405,3.993,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284670,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,district_center,13,405,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
285220,Andhra Pradesh,Eluru,district_center,14,405,3.628,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
285100,Andhra Pradesh,West Godavari,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
285221,Andhra Pradesh,Bapatla,district_center,12,405,3.485,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
285222,Andhra Pradesh,Vizianagaram,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
285223,Andhra Pradesh,Anakapalli,district_center,8,405,3.117,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
285229,Andhra Pradesh,Bapatla,district_center,12,405,3.485,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284669,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,district_center,13,405,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284668,Andhra Pradesh,Y.S.R.,district_center,13,405,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284667,Andhra Pradesh,East Godavari,urban_referral,16,405,3.993,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284666,Andhra Pradesh,East Godavari,urban_referral,16,405,3.993,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284665,Andhra Pradesh,East Godavari,urban_referral,16,405,3.993,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284664,Andhra Pradesh,Polavaram,peripheral_center,4,405,2.289,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
284663,Andhra Pradesh,Bapatla,district_center,12,405,3.485,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284662,Andhra Pradesh,Annamayya,district_center,7,405,2.999,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284661,Andhra Pradesh,Ananthapuramu,district_center,14,405,3.628,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
28139,Andhra Pradesh,Guntur,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28132,Andhra Pradesh,NTR,urban_referral,26,405,4.456,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28133,Andhra Pradesh,Kurnool,urban_referral,22,405,4.295,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28130,Andhra Pradesh,Krishna,urban_referral,15,405,5.319,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28131,Andhra Pradesh,NTR,urban_referral,26,405,4.456,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28136,Andhra Pradesh,Kurnool,urban_referral,22,405,4.295,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284017,Andhra Pradesh,Guntur,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284011,Andhra Pradesh,Nandyal,urban_referral,15,405,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284373,Andhra Pradesh,Krishna,urban_referral,15,405,5.031,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28149,Andhra Pradesh,Ananthapuramu,district_center,14,405,3.628,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
28144,Andhra Pradesh,Srikakulam,urban_referral,19,405,4.156,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28141,Andhra Pradesh,Eluru,district_center,14,405,3.628,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
28142,Andhra Pradesh,Chittoor,district_center,9,405,3.223,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
28147,Andhra Pradesh,Bapatla,district_center,12,405,3.485,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
28148,Andhra Pradesh,Visakhapatnam,urban_referral,32,405,4.657,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28145,Andhra Pradesh,West Godavari,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28140,Andhra Pradesh,Y.S.R.,urban_referral,13,405,6.102,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283394,Andhra Pradesh,East Godavari,urban_referral,16,405,3.993,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28118,Andhra Pradesh,Vizianagaram,urban_referral,17,405,6.353,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28119,Andhra Pradesh,Vizianagaram,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28116,Andhra Pradesh,Bapatla,district_center,12,405,3.485,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
28112,Andhra Pradesh,Prakasam,urban_referral,18,405,4.104,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28113,Andhra Pradesh,Prakasam,urban_referral,18,405,4.104,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284598,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,district_center,13,405,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284597,Andhra Pradesh,Tirupati,urban_referral,21,405,4.251,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284233,Andhra Pradesh,Visakhapatnam,metro_tertiary_hub,32,405,7.912,1.166,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
284596,Andhra Pradesh,Guntur,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284353,Andhra Pradesh,Srikakulam,urban_referral,19,405,4.156,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284595,Andhra Pradesh,Palnadu,urban_referral,15,405,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284593,Andhra Pradesh,Palnadu,urban_referral,15,405,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284592,Andhra Pradesh,East Godavari,urban_referral,16,405,3.993,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284591,Andhra Pradesh,Chittoor,district_center,9,405,3.223,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284590,Andhra Pradesh,Tirupati,urban_referral,21,405,4.251,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28129,Andhra Pradesh,Krishna,urban_referral,15,405,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28127,Andhra Pradesh,Krishna,urban_referral,15,405,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28128,Andhra Pradesh,Krishna,urban_referral,15,405,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
285308,Andhra Pradesh,NTR,urban_referral,26,405,4.456,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
285309,Andhra Pradesh,Bapatla,district_center,12,405,3.485,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
28121,Andhra Pradesh,Vizianagaram,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28126,Andhra Pradesh,NTR,urban_referral,26,405,6.065,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284227,Andhra Pradesh,Visakhapatnam,urban_referral,32,405,4.657,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
28124,Andhra Pradesh,NTR,urban_referral,26,405,4.456,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283379,Andhra Pradesh,Kurnool,urban_referral,22,405,4.295,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284588,Andhra Pradesh,Polavaram,peripheral_center,4,405,2.289,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
284587,Andhra Pradesh,Krishna,urban_referral,15,405,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284586,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,district_center,13,405,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284585,Andhra Pradesh,Kakinada,urban_referral,18,405,4.104,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284584,Andhra Pradesh,Kakinada,urban_referral,18,405,4.104,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284220,Andhra Pradesh,Prakasam,urban_referral,18,405,4.104,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284583,Andhra Pradesh,East Godavari,urban_referral,16,405,3.993,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284582,Andhra Pradesh,Bapatla,district_center,12,405,3.485,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284581,Andhra Pradesh,Anakapalli,district_center,8,405,3.117,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280938,Andhra Pradesh,NTR,urban_referral,26,405,4.456,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280936,Andhra Pradesh,Krishna,urban_referral,15,405,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280937,Andhra Pradesh,Eluru,district_center,14,405,3.628,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280934,Andhra Pradesh,Palnadu,urban_referral,15,405,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280932,Andhra Pradesh,Bapatla,district_center,12,405,3.485,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280931,Andhra Pradesh,Palnadu,urban_referral,15,405,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280929,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,district_center,13,405,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280928,Andhra Pradesh,Kakinada,urban_referral,18,405,4.104,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280926,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,district_center,13,405,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280923,Andhra Pradesh,Tirupati,urban_referral,21,405,4.251,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280924,Andhra Pradesh,Annamayya,district_center,7,405,2.999,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280921,Andhra Pradesh,Chittoor,district_center,9,405,3.223,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280920,Andhra Pradesh,Ananthapuramu,district_center,14,405,3.628,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284165,Andhra Pradesh,Y.S.R.,district_center,13,405,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
285056,Andhra Pradesh,Bapatla,district_center,12,405,3.485,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
285057,Andhra Pradesh,Srikakulam,urban_referral,19,405,4.156,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
285058,Andhra Pradesh,Alluri Sitharama Raju,district_center,5,405,2.712,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280916,Andhra Pradesh,Kurnool,urban_referral,22,405,4.295,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280913,Andhra Pradesh,Eluru,district_center,14,405,3.628,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284038,Andhra Pradesh,Vizianagaram,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284399,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,district_center,13,405,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
280901,Andhra Pradesh,Polavaram,peripheral_center,4,405,2.289,1.166,0.68,0.24,India public literature pattern mapped by facility tier and dengue-prone state
280902,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,district_center,13,405,3.559,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284023,Andhra Pradesh,Kakinada,urban_referral,18,405,5.896,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284020,Andhra Pradesh,Nandyal,urban_referral,15,405,6.33,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
281707,Andhra Pradesh,Vizianagaram,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
281704,Andhra Pradesh,Vizianagaram,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284099,Andhra Pradesh,Srikakulam,urban_referral,19,405,4.156,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
284097,Andhra Pradesh,Kakinada,urban_referral,18,405,6.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283808,Andhra Pradesh,Kakinada,urban_referral,18,405,4.104,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
281506,Andhra Pradesh,Kurnool,urban_referral,22,405,4.295,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
283802,Andhra Pradesh,Visakhapatnam,urban_referral,32,405,4.657,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
281502,Andhra Pradesh,Kurnool,urban_referral,22,405,4.295,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
281745,Andhra Pradesh,Parvathipuram Manyam,district_center,6,405,2.866,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
281742,Andhra Pradesh,Vizianagaram,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
281738,Andhra Pradesh,Parvathipuram Manyam,district_center,6,405,2.866,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282825,Andhra Pradesh,Eluru,district_center,14,405,3.628,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282824,Andhra Pradesh,Ananthapuramu,district_center,14,405,3.628,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
282823,Andhra Pradesh,Srikakulam,urban_referral,19,405,4.156,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282821,Andhra Pradesh,Srikakulam,urban_referral,19,405,4.156,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280763,Andhra Pradesh,Prakasam,urban_referral,18,405,4.104,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282820,Andhra Pradesh,Sri Potti Sriramulu Nellore,urban_referral,21,405,4.251,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282819,Andhra Pradesh,Krishna,urban_referral,15,405,3.933,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
281604,Andhra Pradesh,Tirupati,urban_referral,21,405,4.251,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
281719,Andhra Pradesh,Vizianagaram,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280626,Andhra Pradesh,Visakhapatnam,metro_tertiary_hub,32,405,7.961,1.166,1.42,0.13,India public literature pattern mapped by facility tier and dengue-prone state
281715,Andhra Pradesh,Vizianagaram,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280747,Andhra Pradesh,Vizianagaram,urban_referral,17,405,6.823,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
280623,Andhra Pradesh,Sri Potti Sriramulu Nellore,urban_referral,21,405,6.448,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
281710,Andhra Pradesh,Vizianagaram,urban_referral,17,405,4.05,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
2909,Andhra Pradesh,NTR,urban_referral,26,405,4.456,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
282639,Andhra Pradesh,Eluru,district_center,14,405,3.628,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
281308,Andhra Pradesh,Ananthapuramu,district_center,14,405,3.628,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
284939,Andhra Pradesh,Visakhapatnam,urban_referral,32,405,4.657,1.166,1.16,0.16,India public literature pattern mapped by facility tier and dengue-prone state
281309,Andhra Pradesh,Ananthapuramu,district_center,14,405,3.628,1.166,0.92,0.19,India public literature pattern mapped by facility tier and dengue-prone state
